2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,1,26.149,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,2,8.248,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,3,6.804,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,4,7.196,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,5,6.358,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,6,7.284,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,7,6.475,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,8,7.138,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,9,6.461,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,10,7.214,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,11,6.806,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,12,6.703,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,13,6.800,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,14,7.298,C0_1k
2025-10-04 17:38:15,initial,100,2025-09-04,2025-10-04,15,6.979,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,16,8.592,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,17,6.208,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,18,7.106,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,19,6.352,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,20,6.626,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,21,7.611,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,22,7.071,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,23,8.931,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,24,7.485,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,25,8.328,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,26,6.777,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,27,7.001,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,28,5.952,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,29,5.468,C0_1k
2025-10-04 17:38:16,initial,100,2025-09-04,2025-10-04,30,8.781,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,1,7.024,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,2,6.806,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,3,7.465,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,4,6.369,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,5,7.954,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,6,6.590,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,7,6.776,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,8,6.901,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,9,6.257,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,10,9.014,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,11,6.673,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,12,8.671,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,13,6.491,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,14,7.173,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,15,6.608,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,16,6.952,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,17,6.988,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,18,8.082,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,19,7.087,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,20,7.455,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,21,8.264,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,22,8.939,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,23,6.531,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,24,7.093,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,25,6.612,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,26,7.800,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,27,6.306,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,28,6.501,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,29,6.932,C0_1k
2025-10-04 17:38:34,repeat,100,2025-09-04,2025-10-04,30,6.328,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,1,5.943,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,2,6.178,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,3,8.614,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,4,5.697,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,5,6.448,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,6,5.942,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,7,6.054,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,8,6.691,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,9,6.621,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,10,7.115,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,11,6.609,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,12,6.135,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,13,5.795,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,14,5.981,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,15,6.506,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,16,5.852,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,17,7.209,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,18,5.930,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,19,6.020,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,20,6.450,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,21,6.114,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,22,6.581,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,23,6.994,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,24,8.082,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,25,7.814,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,26,6.630,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,27,5.918,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,28,5.949,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,29,6.684,C0_1k
2025-10-04 17:39:13,repeat,100,2025-09-04,2025-10-04,30,6.159,C0_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,1,23.309,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,2,6.947,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,3,7.208,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,4,6.680,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,5,7.219,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,6,6.921,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,7,6.486,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,8,9.274,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,9,10.642,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,10,9.149,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,11,11.490,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,12,10.717,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,13,8.792,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,14,10.043,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,15,8.110,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,16,7.690,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,17,8.973,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,18,8.805,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,19,8.525,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,20,8.580,C1_1k
2025-10-04 17:44:26,initial,100,2025-09-04,2025-10-04,21,7.089,C1_1k
